428,587,532,430,574,575,540,616,490,500,604,484,busdriver
429,589,530,431,574,573,540,616,489,499,602,485,busdriver
378,556,547,397,547,588,541,615,490,500,604,484,busdriver
377,498,532,374,494,564,540,614,489,500,604,484,busdriver
428,493,492,391,462,534,543,621,492,500,605,484,busdriver
394,499,519,397,467,550,535,612,488,500,603,484,busdriver
376,487,509,381,456,529,539,615,490,500,605,485,busdriver
400,494,521,397,456,506,539,613,485,500,603,483,busdriver
408,500,550,404,446,487,540,616,489,500,604,485,busdriver
434,499,554,424,462,506,539,616,488,502,604,483,busdriver
411,508,526,414,447,521,539,616,489,502,604,483,busdriver
417,478,486,396,438,544,538,615,491,501,604,484,busdriver
386,507,471,394,443,554,538,618,488,499,604,484,busdriver
399,513,471,403,450,599,538,620,493,501,605,482,busdriver
386,505,468,390,459,564,537,617,490,502,605,483,busdriver
401,523,495,397,445,533,539,615,490,502,603,481,busdriver
438,489,568,429,482,512,539,619,487,503,603,484,busdriver
396,512,580,409,479,492,540,616,488,502,603,483,busdriver
438,508,571,426,468,511,539,618,489,500,605,484,busdriver
420,517,499,404,454,534,540,616,488,503,605,484,busdriver
366,513,452,384,457,557,541,609,490,501,603,484,busdriver
378,545,464,416,460,605,540,610,488,501,602,482,busdriver
417,527,454,412,461,589,539,621,488,502,603,483,busdriver
380,519,476,396,448,557,538,616,489,502,604,483,busdriver
437,515,519,418,442,530,539,618,489,500,603,482,busdriver
415,514,521,421,478,537,539,616,491,500,602,484,busdriver
450,536,501,417,475,529,540,617,490,499,604,482,busdriver
383,503,513,406,519,570,543,617,492,501,604,484,busdriver
418,602,519,411,578,573,538,614,491,500,604,483,busdriver
446,517,518,435,577,566,542,614,491,499,602,484,busdriver
433,583,534,434,583,567,540,618,491,500,603,485,busdriver
422,582,530,427,581,564,542,617,491,501,606,484,busdriver
425,584,528,427,583,568,539,615,492,498,602,484,busdriver
471,608,557,557,598,544,499,597,468,525,598,440,handwave
472,611,554,555,600,542,499,597,467,524,597,443,handwave
480,608,552,556,597,542,507,597,465,520,602,443,handwave
463,601,557,562,597,539,503,599,463,521,598,442,handwave
475,607,557,563,595,540,508,596,462,518,599,442,handwave
472,607,555,559,596,541,507,597,462,520,599,441,handwave
471,604,557,558,597,541,506,597,462,521,599,443,handwave
471,605,557,561,596,542,506,597,462,520,598,442,handwave
470,606,558,559,596,543,507,596,462,522,599,441,handwave
418,578,585,596,562,580,507,596,463,521,598,442,handwave
407,538,567,607,490,553,509,597,463,518,600,443,handwave
473,532,534,539,457,593,507,599,462,516,600,450,handwave
466,455,598,524,432,577,510,595,463,518,600,443,handwave
455,469,543,543,443,540,509,597,464,518,607,433,handwave
352,465,523,666,441,494,509,596,463,519,581,437,handwave
482,448,587,515,445,577,506,598,463,520,597,439,handwave
483,435,612,474,441,599,506,597,462,521,598,442,handwave
424,473,530,577,445,508,507,598,463,521,604,442,handwave
367,474,542,642,437,504,504,597,462,521,591,445,handwave
452,445,564,525,437,549,505,596,463,519,597,443,handwave
491,431,576,467,421,578,505,596,463,522,593,442,handwave
419,465,543,584,447,519,506,596,463,524,603,444,handwave
388,452,543,645,438,505,506,597,463,520,597,442,handwave
446,462,555,554,441,546,508,597,463,521,598,442,handwave
526,424,618,445,438,607,508,597,463,522,598,445,handwave
451,465,559,545,439,530,507,598,463,522,600,438,handwave
395,457,546,636,458,502,506,597,464,521,600,443,handwave
368,486,562,617,465,512,507,597,463,521,598,441,handwave
571,415,562,438,435,607,507,597,463,522,594,446,handwave
462,469,573,506,451,556,507,597,463,518,595,442,handwave
397,465,557,639,461,502,507,597,464,521,601,439,handwave
368,472,580,639,435,503,505,596,463,521,599,441,handwave
463,453,556,506,452,564,504,596,463,523,601,439,handwave
497,422,584,509,403,569,504,595,464,521,598,436,handwave
486,439,569,503,460,563,505,597,463,523,596,441,handwave
469,421,566,550,452,575,505,598,464,523,597,439,handwave
448,531,620,575,488,568,507,597,464,524,594,439,handwave
451,635,578,573,624,574,506,598,465,521,599,440,handwave
462,612,555,563,613,542,505,598,464,519,598,441,handwave
471,606,556,557,594,547,504,598,464,523,596,439,handwave
473,616,556,557,598,547,503,598,465,522,597,440,handwave
473,614,558,555,596,545,503,598,464,522,597,440,handwave
481,612,557,552,596,546,502,598,466,523,596,440,handwave
475,606,557,556,597,545,502,598,465,523,597,439,handwave
430,588,518,431,574,575,539,614,485,499,603,483,windowcleaner
429,587,519,431,574,576,540,614,484,497,603,483,windowcleaner
391,576,527,410,574,597,540,615,486,499,602,485,windowcleaner
405,523,537,414,495,573,541,614,486,498,604,485,windowcleaner
436,496,591,434,467,584,540,614,480,499,602,483,windowcleaner
425,451,686,436,414,617,540,617,490,497,601,484,windowcleaner
453,466,543,435,460,543,540,614,486,498,601,484,windowcleaner
427,480,535,426,459,527,544,624,487,497,602,483,windowcleaner
402,455,616,416,459,611,543,617,487,500,595,483,windowcleaner
443,490,630,434,463,631,540,615,488,496,597,484,windowcleaner
500,462,608,471,456,581,539,616,487,501,597,484,windowcleaner
488,434,561,468,467,558,540,614,483,498,603,485,windowcleaner
416,465,578,427,444,579,546,609,484,497,603,483,windowcleaner
446,471,651,441,449,652,542,618,485,503,593,484,windowcleaner
471,488,623,457,465,608,539,618,484,497,605,479,windowcleaner
513,458,582,483,464,560,539,612,481,498,603,482,windowcleaner
468,467,579,460,451,564,540,616,486,498,602,483,windowcleaner
411,495,618,433,486,614,540,619,486,499,604,484,windowcleaner
462,491,650,451,474,645,544,623,488,498,602,485,windowcleaner
503,482,616,478,469,595,538,617,487,498,603,482,windowcleaner
484,448,557,464,452,543,533,622,485,499,602,483,windowcleaner
437,477,561,442,454,581,541,615,485,500,604,481,windowcleaner
412,481,621,423,454,638,540,611,488,499,604,482,windowcleaner
456,489,640,451,451,639,537,614,490,499,603,482,windowcleaner
514,486,590,479,471,560,540,622,493,501,602,481,windowcleaner
477,468,556,460,454,545,537,615,489,499,602,482,windowcleaner
431,476,582,440,456,595,539,616,488,498,603,483,windowcleaner
449,506,642,451,492,627,543,615,497,497,604,482,windowcleaner
459,506,597,449,486,591,541,612,491,497,601,483,windowcleaner
438,522,572,437,506,561,539,617,490,498,603,483,windowcleaner
417,578,539,430,580,580,540,615,487,495,601,482,windowcleaner
422,585,528,428,587,567,539,615,487,498,604,484,windowcleaner
425,591,525,429,590,562,544,614,488,497,583,481,windowcleaner
423,590,526,428,592,562,541,616,487,496,605,481,windowcleaner
426,586,527,431,590,562,541,616,486,498,603,480,windowcleaner
439,499,599,549,509,598,530,593,458,524,593,437,sidestep
442,499,597,550,509,599,530,593,457,524,593,438,sidestep
430,487,585,547,509,599,530,594,458,525,595,437,sidestep
432,488,593,541,511,600,526,604,473,525,595,440,sidestep
420,503,579,544,515,599,468,607,443,517,601,442,sidestep
482,503,550,542,519,594,532,583,478,514,600,440,sidestep
409,544,602,529,530,574,476,601,454,514,608,443,sidestep
455,587,587,545,566,591,510,600,460,543,602,448,sidestep
478,597,583,593,583,557,509,596,456,518,606,451,sidestep
455,602,559,558,590,552,505,594,460,529,600,441,sidestep
464,599,563,556,592,554,506,593,462,531,597,442,sidestep
464,599,563,561,589,553,507,595,461,531,597,443,sidestep
458,599,560,562,593,550,506,595,460,530,597,444,sidestep
465,599,561,562,591,553,505,595,461,528,597,444,sidestep
462,601,560,559,589,555,506,596,462,528,597,444,sidestep
459,600,560,559,591,553,504,599,464,531,597,443,sidestep
459,599,558,560,589,553,506,595,461,531,598,443,sidestep
460,599,559,560,589,554,507,594,459,531,598,444,sidestep
461,600,560,559,590,554,506,596,461,530,598,443,sidestep
459,599,559,560,590,552,508,595,460,530,598,442,sidestep
461,600,560,558,590,552,508,595,460,529,597,443,sidestep
460,600,558,558,591,553,506,596,461,530,598,442,sidestep
460,600,559,558,591,553,505,595,460,530,597,442,sidestep
461,600,558,559,590,553,506,596,461,531,596,442,sidestep
457,600,560,556,592,551,505,596,463,531,597,441,sidestep
462,601,558,560,590,553,505,596,462,530,597,442,sidestep
459,600,558,558,591,553,505,596,462,532,598,442,sidestep
459,596,553,559,587,560,488,606,476,530,598,437,sidestep
459,600,552,545,577,569,515,617,482,532,596,442,sidestep
459,581,534,539,559,562,491,579,513,551,583,437,sidestep
453,578,568,532,552,570,444,624,508,571,581,462,sidestep
450,625,597,610,553,573,440,587,501,567,606,408,sidestep
492,560,574,563,554,519,477,602,476,509,571,434,sidestep
500,594,580,585,577,517,518,610,473,573,642,531,sidestep
465,589,572,596,588,525,505,604,481,516,615,450,sidestep
470,599,588,596,562,536,499,607,479,469,640,575,sidestep
487,563,581,594,546,530,467,621,471,517,637,452,sidestep
486,567,603,588,512,567,455,580,492,457,642,641,sidestep
404,582,609,571,600,587,455,617,518,576,594,437,sidestep
435,585,549,539,572,556,485,569,520,557,581,426,sidestep
467,591,556,566,597,565,476,580,475,504,606,446,sidestep
448,595,561,561,582,553,506,592,462,507,600,447,sidestep
453,597,559,569,584,556,516,595,458,527,604,453,sidestep
450,596,559,567,583,556,512,590,448,528,607,449,sidestep
453,603,557,565,589,555,509,594,450,526,599,449,sidestep
452,599,557,557,588,556,508,594,454,527,601,446,sidestep
454,598,557,559,589,555,508,593,455,529,601,445,sidestep
433,493,588,561,522,590,502,603,476,520,592,435,jumpingjack
432,492,588,562,522,589,508,607,479,518,595,435,jumpingjack
445,519,588,558,542,597,478,605,479,518,597,442,jumpingjack
450,529,583,509,535,574,534,586,477,513,600,443,jumpingjack
430,581,604,642,583,573,498,606,456,514,600,435,jumpingjack
462,605,566,573,636,546,508,597,462,528,601,456,jumpingjack
450,571,551,581,552,551,510,598,458,510,590,434,jumpingjack
448,593,554,577,593,550,514,597,465,526,600,441,jumpingjack
450,595,555,566,590,552,514,593,460,520,597,440,jumpingjack
453,596,560,564,587,552,512,596,460,522,599,441,jumpingjack
451,597,556,564,588,548,514,596,461,521,598,442,jumpingjack
456,599,555,565,589,551,513,597,462,521,598,442,jumpingjack
453,599,554,564,589,549,513,596,461,519,599,441,jumpingjack
453,597,556,562,589,549,510,596,461,524,595,440,jumpingjack
450,594,557,564,589,550,508,597,462,526,596,438,jumpingjack
452,598,557,564,588,551,506,595,462,532,595,441,jumpingjack
458,599,551,564,593,548,506,597,463,527,597,440,jumpingjack
452,600,550,564,593,540,510,597,464,523,599,442,jumpingjack
475,607,549,558,593,547,504,597,465,527,600,443,jumpingjack
455,603,555,562,595,544,515,597,463,523,601,443,jumpingjack
459,575,544,552,563,558,498,596,460,522,579,438,jumpingjack
349,573,529,691,518,559,429,716,512,641,698,379,jumpingjack
502,607,504,503,538,502,553,494,417,516,445,441,jumpingjack
363,588,527,606,567,518,616,536,333,471,550,420,jumpingjack
438,545,717,612,522,596,463,694,469,547,680,421,jumpingjack
352,558,508,630,569,487,383,531,467,619,489,465,jumpingjack
424,487,588,528,460,538,574,760,555,571,732,350,jumpingjack
456,578,442,607,601,387,460,472,427,479,489,355,jumpingjack
425,449,640,669,447,574,508,847,499,650,645,313,jumpingjack
411,519,549,557,507,507,345,535,512,601,536,495,jumpingjack
422,487,585,611,462,506,499,742,539,515,721,607,jumpingjack
356,566,543,609,571,496,501,515,459,508,490,473,jumpingjack
368,632,736,736,606,656,445,614,424,597,620,415,jumpingjack
427,534,493,601,543,474,457,496,547,549,568,533,jumpingjack
515,503,621,455,527,660,485,778,587,715,639,399,jumpingjack
333,480,423,656,564,469,492,582,524,515,526,500,jumpingjack
324,548,732,849,631,672,449,528,434,507,538,527,jumpingjack
407,543,508,498,523,506,475,562,542,531,480,478,jumpingjack
408,519,577,593,485,483,379,768,529,634,648,408,jumpingjack
400,586,533,617,553,545,609,518,530,552,528,499,jumpingjack
134,658,570,898,651,511,506,777,489,489,698,428,jumpingjack
509,467,488,566,534,439,508,538,467,531,390,345,jumpingjack
675,381,628,331,408,623,364,668,488,573,553,551,jumpingjack
382,435,509,738,511,499,516,504,503,499,525,539,jumpingjack
228,579,585,693,524,537,453,606,509,572,570,287,jumpingjack
424,669,551,532,635,542,536,595,453,506,563,473,jumpingjack
449,585,537,555,584,551,489,628,470,528,612,449,jumpingjack
444,562,552,555,602,553,456,619,469,537,598,452,jumpingjack
447,596,559,579,590,550,510,606,462,528,594,448,jumpingjack
480,606,563,559,594,545,498,599,466,527,596,440,jumping
480,608,561,557,594,546,498,597,466,526,597,440,jumping
481,597,560,561,586,544,499,601,471,529,596,447,jumping
469,627,581,567,621,563,447,619,465,560,589,439,jumping
455,480,507,554,479,515,441,560,337,477,463,350,jumping
485,537,527,538,518,517,302,733,487,698,644,435,jumping
441,566,501,533,508,509,548,617,416,536,619,436,jumping
503,593,512,496,526,501,383,450,146,598,371,343,jumping
373,667,576,747,613,582,601,633,519,548,691,427,jumping
496,542,562,537,493,505,481,554,534,559,501,509,jumping
372,771,585,714,651,641,448,652,361,546,647,416,jumping
492,513,560,554,529,514,466,473,467,549,490,476,jumping
345,717,574,606,720,642,417,660,507,669,523,373,jumping
570,524,498,563,542,515,540,478,497,515,473,465,jumping
438,544,649,612,767,636,473,666,568,659,576,501,jumping
525,559,516,473,524,519,385,478,527,545,447,473,jumping
433,682,628,577,709,645,521,801,616,293,838,471,jumping
507,472,507,551,452,528,411,434,437,624,437,451,jumping
516,561,546,522,559,576,264,715,399,735,672,397,jumping
442,542,524,584,527,498,524,662,389,542,578,392,jumping
496,532,525,528,505,527,483,471,538,557,516,478,jumping
339,667,579,566,634,552,368,615,516,628,660,469,jumping
518,520,517,518,526,515,502,486,490,512,498,500,jumping
379,622,604,686,598,662,488,625,430,613,582,508,jumping
474,563,542,535,504,545,495,526,433,565,589,467,jumping
456,584,554,569,554,579,509,595,489,525,615,445,jumping
457,594,571,554,592,549,515,604,456,532,605,451,jumping
447,601,555,576,601,585,505,601,466,539,607,456,jumping
440,503,594,553,508,596,507,605,491,513,614,466,frontback
403,513,594,556,503,594,508,604,487,511,615,471,frontback
454,515,598,556,500,592,514,604,481,510,615,475,frontback
453,521,575,558,495,596,519,603,480,573,616,455,frontback
496,622,583,559,497,593,520,604,479,488,630,510,frontback
488,612,564,544,513,600,519,603,490,510,608,490,frontback
470,611,565,544,523,598,490,599,488,502,621,487,frontback
481,604,557,538,525,597,519,597,496,515,610,474,frontback
473,613,564,550,522,591,496,605,501,505,616,483,frontback
486,608,571,557,506,595,519,607,485,512,622,497,frontback
481,586,590,555,509,595,518,605,484,514,606,512,frontback
492,610,563,550,515,596,515,606,485,505,628,500,frontback
484,608,564,552,516,595,513,608,488,512,619,496,frontback
482,605,565,552,516,596,513,607,490,518,620,488,frontback
482,607,562,554,516,594,512,608,490,517,621,488,frontback
484,607,563,553,516,596,512,607,490,516,621,494,frontback
482,607,563,554,516,594,512,606,490,517,620,489,frontback
483,607,563,554,517,595,511,605,490,519,621,489,frontback
483,607,562,555,516,594,512,606,491,517,620,491,frontback
481,607,562,561,591,550,506,607,491,522,619,487,frontback
481,606,563,560,592,550,507,606,491,522,619,488,frontback
480,606,563,560,592,550,507,606,491,520,619,489,frontback
480,606,563,559,591,548,506,605,491,521,619,489,frontback
480,604,563,558,596,548,505,606,492,521,619,488,frontback
477,608,554,559,594,554,507,611,489,518,619,487,frontback
457,610,549,550,586,556,531,602,488,520,617,484,frontback
467,614,551,559,586,559,507,601,492,533,636,517,frontback
471,601,558,581,581,541,511,602,486,496,619,444,frontback
498,621,561,591,569,548,514,613,491,543,579,400,frontback
465,622,533,558,576,565,478,612,457,580,567,452,frontback
474,610,539,573,579,542,522,603,480,492,645,472,frontback
474,628,564,591,581,537,493,594,476,493,597,482,frontback
448,586,545,603,577,525,513,608,475,481,621,482,frontback
478,607,572,604,560,522,511,605,471,472,604,493,frontback
472,625,555,610,564,522,504,602,483,517,620,475,frontback
487,618,538,583,551,550,529,598,443,506,630,496,frontback
486,625,533,597,556,537,533,611,491,490,614,483,frontback
493,626,542,601,563,533,544,594,458,498,616,480,frontback
476,615,535,608,559,526,521,604,479,497,618,484,frontback
475,612,541,609,551,530,521,602,475,496,615,477,frontback
463,600,537,642,551,552,516,610,486,563,660,477,frontback
427,558,524,581,502,540,524,587,473,480,615,494,frontback
400,590,526,609,487,494,526,603,457,499,621,488,frontback
438,548,547,590,438,500,512,600,480,457,587,508,frontback
388,520,563,588,418,502,518,606,473,459,623,501,frontback
421,504,549,592,443,498,517,602,477,486,617,499,frontback
410,533,510,592,438,501,517,604,479,489,616,497,frontback
397,503,574,602,440,543,516,604,479,488,617,500,frontback
415,512,552,595,448,508,512,604,479,488,618,499,frontback
392,519,560,601,449,512,522,603,478,485,616,499,frontback
405,529,560,631,460,524,511,609,477,485,616,494,frontback
408,525,562,608,446,506,521,603,474,476,613,502,frontback
480,610,556,598,521,556,522,603,480,483,615,497,frontback
479,610,557,604,519,558,521,604,481,481,616,497,frontback
471,624,570,611,517,555,521,604,480,481,615,498,frontback
435,563,568,620,490,481,523,605,479,482,616,499,frontback
423,570,565,594,445,478,522,605,480,481,617,498,frontback
429,583,569,599,438,452,515,605,481,483,618,501,frontback
457,581,552,591,456,485,517,600,478,482,609,487,frontback
434,614,548,605,470,482,511,616,528,452,648,468,frontback
485,612,534,615,506,491,559,585,467,482,610,464,frontback
455,605,536,613,501,482,516,600,443,470,603,468,frontback
435,561,565,623,476,482,508,610,477,495,629,470,frontback
441,553,581,598,487,500,514,608,484,477,578,428,frontback
441,523,590,613,474,517,487,633,488,450,632,442,frontback
414,544,591,609,497,564,540,556,489,482,601,450,frontback
412,537,594,591,526,587,378,595,467,486,617,466,frontback
487,485,610,557,497,593,513,609,479,478,609,476,frontback
438,477,585,565,500,593,505,610,483,470,589,452,frontback
439,485,589,549,505,599,507,608,489,491,621,464,frontback
432,523,592,536,507,597,480,581,505,485,614,460,frontback
433,500,593,541,503,599,465,632,497,502,603,461,frontback
442,497,596,546,512,600,501,617,498,508,606,457,frontback
442,503,597,549,510,596,510,613,497,511,609,460,frontback
487,549,609,556,522,593,505,597,467,556,603,462,frontback
486,548,610,559,521,593,506,598,466,556,602,462,frontback
487,548,610,558,522,591,505,599,466,555,602,461,frontback
487,549,609,560,519,593,506,599,466,559,604,461,frontback
502,570,604,559,519,592,511,598,465,526,590,457,frontback
493,521,603,562,516,587,511,600,470,543,604,438,frontback
479,580,577,559,511,593,509,600,474,512,603,446,frontback
479,611,565,552,519,592,493,612,471,514,600,444,frontback
454,619,570,533,517,599,511,593,478,512,601,443,frontback
419,485,530,543,525,599,466,619,467,516,602,442,frontback
422,501,576,532,516,600,491,606,478,516,600,453,frontback
454,527,650,539,520,601,530,592,463,516,602,442,frontback
440,515,600,549,521,598,528,595,461,516,602,434,frontback
447,513,601,548,520,599,527,597,462,519,596,447,frontback
448,513,603,545,522,597,528,595,461,518,600,443,frontback
451,518,603,549,521,596,531,595,463,518,599,441,frontback
442,520,598,546,516,599,527,597,463,516,598,442,frontback
444,522,599,545,518,598,524,604,477,515,597,440,frontback
444,522,599,547,517,597,506,602,459,511,599,439,frontback
444,523,602,547,517,598,514,599,470,511,598,442,frontback
446,523,598,549,510,596,507,602,468,511,599,441,frontback
452,522,602,559,509,592,493,600,474,518,599,444,frontback
465,529,601,559,505,596,506,600,466,519,602,443,frontback
469,535,606,554,514,594,507,598,470,545,615,450,frontback
519,517,612,556,510,594,510,599,468,561,573,435,frontback
477,563,568,553,506,594,511,599,467,530,598,444,frontback
469,555,565,557,501,595,520,596,461,536,596,445,frontback
482,609,563,553,506,598,522,598,463,575,614,479,frontback
480,614,564,539,516,599,528,599,464,522,612,458,frontback
470,612,552,542,523,598,528,579,460,522,606,454,frontback
477,604,560,543,509,598,508,606,472,531,615,460,frontback
492,610,566,558,507,593,513,597,461,504,593,488,frontback
469,585,574,556,506,593,509,602,470,544,501,355,frontback
465,618,527,552,533,566,489,595,463,509,603,444,frontback
458,613,543,576,507,560,501,598,479,509,599,439,frontback
473,614,540,511,553,551,505,603,501,513,597,443,frontback
479,603,554,553,610,557,499,608,481,505,600,439,frontback
466,596,562,553,604,542,507,603,475,477,614,446,frontback
482,614,558,560,588,551,504,603,477,500,601,446,frontback
485,606,562,561,583,559,504,601,475,505,607,437,frontback
483,604,564,566,573,563,495,599,476,444,608,455,frontback
477,583,558,574,549,564,465,599,484,523,601,449,frontback
481,621,549,587,578,561,432,471,466,490,646,444,frontback
488,611,557,589,574,552,411,587,480,464,586,441,frontback
494,621,565,575,525,575,462,603,493,478,592,426,frontback
444,592,582,597,535,575,469,588,473,473,610,439,frontback
488,609,554,575,551,568,470,593,484,461,600,397,frontback
485,604,552,583,574,553,465,586,480,489,582,431,frontback
475,613,547,586,594,534,473,635,436,552,605,444,frontback
471,607,557,565,600,545,496,606,518,504,599,438,frontback
483,595,571,580,578,540,507,604,471,529,617,461,frontback
473,605,568,577,577,550,502,606,482,508,602,464,frontback
457,601,551,556,584,561,509,613,462,514,618,476,frontback
462,621,553,545,578,566,490,606,505,524,624,470,frontback
458,611,554,561,591,558,458,602,465,527,611,467,frontback
477,603,567,567,578,559,494,596,466,536,616,477,frontback
468,591,553,565,575,558,487,603,462,462,592,482,frontback
458,567,565,558,559,551,458,619,463,575,556,424,frontback
448,621,581,582,611,567,434,521,448,527,630,460,frontback
455,627,557,558,590,562,415,531,461,532,602,436,frontback
453,633,576,583,605,566,424,522,455,526,641,427,frontback
461,553,580,556,552,545,471,571,477,573,610,444,frontback
453,579,560,570,560,559,494,601,470,394,664,418,frontback
463,606,558,567,573,572,502,597,471,535,618,481,frontback
469,606,557,571,581,561,501,601,474,529,616,467,frontback
465,605,556,565,585,560,498,601,474,531,614,472,frontback
465,603,558,567,581,557,497,602,475,532,613,466,frontback
468,604,558,563,581,557,495,599,473,532,611,468,frontback
463,600,556,560,582,562,505,624,463,534,611,464,frontback
441,589,557,558,571,563,520,612,464,532,612,462,frontback
464,606,560,562,587,568,541,638,463,549,653,438,frontback
465,582,547,562,577,535,500,600,471,487,634,451,frontback
457,666,568,541,626,552,483,581,473,537,617,431,frontback
474,615,540,546,591,552,485,586,464,514,614,455,frontback
457,576,564,563,586,547,496,597,457,579,606,424,frontback
463,611,578,573,589,557,505,598,464,446,739,392,frontback
481,585,550,554,566,560,468,621,442,517,611,475,frontback
451,587,553,553,570,561,473,711,464,536,610,447,frontback
464,605,574,575,569,570,495,596,480,520,600,451,frontback
472,597,557,576,564,567,492,599,469,483,606,454,frontback
458,635,574,570,601,576,474,674,485,529,563,424,frontback
464,611,535,560,576,550,520,578,462,505,597,441,frontback
474,577,560,560,600,553,447,593,480,524,595,435,frontback
464,585,567,559,602,542,517,619,470,522,604,438,frontback
459,602,559,561,599,551,492,621,474,522,601,442,frontback
473,602,551,559,576,561,474,580,469,507,606,442,frontback
458,605,557,558,581,563,385,610,468,505,602,441,frontback
458,587,567,579,556,561,476,604,464,574,582,435,frontback
453,591,565,576,571,565,502,599,465,478,623,511,frontback
467,614,558,568,571,563,495,596,470,536,616,474,frontback
469,602,557,570,577,557,502,600,471,533,614,468,frontback
472,602,561,573,574,559,499,596,470,540,625,464,frontback
465,587,560,573,575,559,497,598,469,520,606,454,frontback
472,599,570,570,571,560,496,598,468,554,576,429,frontback
474,589,556,553,579,555,540,563,468,535,603,435,frontback
470,616,542,555,584,554,275,595,397,511,598,439,frontback
465,604,556,549,593,544,499,605,464,527,591,439,frontback
471,607,555,560,599,540,501,603,478,539,593,441,frontback
458,611,554,570,578,555,472,580,460,515,594,437,frontback
468,612,552,584,555,537,544,586,479,515,601,440,frontback
484,603,547,584,546,500,495,618,481,567,638,458,frontback
516,632,554,629,593,498,483,619,482,529,586,438,frontback
521,604,568,612,574,509,476,602,480,532,595,440,frontback
506,620,556,573,601,455,475,596,489,529,590,437,frontback
513,618,554,587,537,465,481,628,485,534,593,436,frontback
495,614,550,580,528,460,473,578,499,530,599,440,frontback
504,620,547,574,542,473,491,603,473,531,593,440,frontback
503,618,551,605,593,480,485,602,481,529,601,439,frontback
504,615,548,604,577,532,490,602,482,525,598,444,frontback
488,610,565,635,550,532,498,600,481,531,601,447,frontback
456,591,612,622,483,523,512,593,472,545,604,454,frontback
417,514,566,530,469,557,497,603,473,517,598,449,frontback
473,517,567,571,504,590,494,607,493,532,592,442,frontback
451,551,631,541,498,606,495,597,496,526,606,446,frontback
450,524,598,551,528,602,496,602,473,520,596,447,frontback
454,505,601,536,514,601,506,603,476,523,601,444,frontback
451,514,604,546,514,600,506,601,472,526,602,449,frontback
451,504,603,550,517,599,506,602,480,525,607,448,frontback
447,504,604,544,512,601,506,601,465,527,601,448,frontback
447,506,601,557,511,597,504,602,472,527,603,448,frontback
448,509,602,544,512,599,506,601,470,527,603,447,frontback
447,509,602,547,509,600,505,600,471,528,602,448,frontback
443,516,599,545,506,596,503,600,475,524,600,443,frontback
443,517,600,549,509,598,503,601,475,525,599,444,frontback
443,516,600,550,508,597,503,601,475,525,600,444,frontback
439,515,600,550,510,597,505,603,474,524,600,444,frontback
433,521,589,572,423,582,503,606,482,521,597,445,frontback
410,491,566,551,524,589,452,604,473,513,600,445,frontback
461,553,576,513,579,581,518,589,490,514,602,446,frontback
422,641,587,580,629,570,494,592,461,529,604,451,frontback
468,596,563,549,590,552,498,595,471,507,603,482,frontback
475,597,553,549,592,545,500,600,469,513,610,448,frontback
468,608,559,557,595,547,504,595,465,526,611,448,frontback
467,592,559,555,596,544,503,598,465,506,598,452,frontback
469,594,571,562,593,546,494,597,464,534,584,438,frontback
446,634,567,565,625,557,485,688,451,560,590,426,frontback
475,580,537,540,575,539,496,641,434,508,594,433,frontback
456,630,544,572,608,542,499,599,456,528,590,437,frontback
463,609,549,553,608,539,422,585,522,530,594,435,frontback
460,613,542,550,589,553,431,612,438,519,594,435,frontback
464,604,550,549,586,552,538,576,492,507,601,439,frontback
447,607,574,593,597,561,446,681,451,514,577,373,frontback
461,577,560,566,555,549,503,603,471,523,603,461,frontback
452,593,568,576,574,563,532,600,465,569,585,482,frontback
448,584,567,563,571,562,504,604,477,537,615,467,frontback
455,588,561,569,578,563,502,601,470,544,608,472,frontback
457,604,561,568,571,562,508,602,474,540,641,477,frontback
462,590,564,568,580,556,510,598,467,519,607,448,frontback
466,587,569,557,574,555,500,599,471,555,562,428,frontback
466,601,549,549,605,552,562,508,491,515,595,429,frontback
467,612,543,549,585,558,398,620,671,522,592,433,frontback
472,594,556,540,604,545,498,621,485,530,588,430,frontback
475,579,549,555,603,547,532,631,479,529,585,435,frontback
466,606,549,559,582,559,434,643,460,516,593,437,frontback
467,607,548,550,594,552,524,558,500,511,601,438,frontback
455,628,577,562,604,561,498,669,447,528,608,384,frontback
462,585,565,575,579,555,503,598,463,465,590,492,frontback
460,608,560,588,600,555,507,592,473,525,570,479,frontback
464,607,556,561,583,554,506,603,475,532,613,456,frontback
465,612,551,561,587,553,502,603,472,534,610,458,frontback
466,605,556,567,592,544,504,601,473,534,608,460,frontback
